Id,DistrictId,Rooms,Square,LifeSquare,KitchenSquare,Floor,HouseFloor,HouseYear,Ecology_1,Ecology_2,Ecology_3,Social_1,Social_2,Social_3,Healthcare_1,Helthcare_2,Shops_1,Shops_2
2446,8,2.0,57.72252684149739,34.97059696902939,8.0,3,12.0,1979,0.219006007,B,B,28,6746,3,990.0,1,4,B
12910,87,2.0,51.57888136931626,30.71452293668584,8.0,3,17.0,1987,0.100455735,B,B,43,7227,0,990.0,1,6,A
7463,48,2.0,82.29277266902147,42.383381597768434,10.0,2,22.0,2013,0.041124634,B,B,46,9515,5,990.0,1,10,B
10339,1,3.0,78.03560084335301,32.897128143083506,1.0,14,17.0,1977,0.007122317,B,B,1,264,0,990.0,0,1,B
3644,6,3.0,82.50410295433498,32.897128143083506,1.0,18,17.0,1977,0.243204519,B,B,5,1564,0,540.0,0,0,B
14108,17,1.0,32.23332778490517,20.974667932043825,7.0,7,9.0,1967,0.0,B,B,18,3374,5,620.0,1,2,B
5131,34,1.0,45.7599465308024,42.01243005555953,1.0,17,25.0,2016,0.069753361,B,B,53,13670,4,990.0,1,11,B
1161,27,1.0,41.88883468685247,32.897128143083506,1.0,9,1.0,2016,0.017647053,B,B,2,469,0,990.0,0,0,B
25,15,1.0,45.12395140735664,20.62711020416448,8.0,13,14.0,2009,0.158249043,B,B,21,5731,0,990.0,1,0,B
436,96,1.0,39.82889019656105,24.11813461581805,8.0,6,12.0,2000,0.041116354,B,B,53,14892,4,990.0,1,4,B
8099,1,1.0,40.57502850132533,42.05730586289189,1.0,6,17.0,1977,0.007122317,B,B,1,264,0,990.0,0,1,B
1573,39,1.0,46.29449902089583,21.96837793065621,11.0,7,16.0,2006,0.428825818,B,B,25,5011,8,730.0,0,2,B
15299,1,1.0,43.78871343674294,32.897128143083506,1.0,11,1.0,1977,0.014580716,B,B,3,760,1,990.0,0,0,B
6954,74,1.0,50.22329815561478,32.897128143083506,1.0,17,1.0,1977,0.075778755,B,B,6,1437,3,990.0,0,2,B
1000,35,2.0,63.51602545003964,63.30459923450146,1.0,5,18.0,2015,0.089039719,B,B,33,7976,5,990.0,0,11,B
1095,27,2.0,57.60356358302562,58.67384886246442,1.0,7,12.0,2017,0.011654127,B,B,4,915,0,990.0,0,0,B
2872,10,1.0,41.242613584250414,23.845088851381277,8.0,6,17.0,1988,0.089039719,B,B,33,7976,5,990.0,0,11,B
9416,46,2.0,39.82239250941871,24.76019042637932,7.0,7,9.0,1966,0.188783766,B,B,31,6137,4,990.0,0,1,B
1758,6,1.0,42.09261628329656,32.897128143083506,1.0,19,17.0,1977,0.243204519,B,B,5,1564,0,540.0,0,0,B
13456,6,1.0,38.90624910827649,22.77818604424768,6.0,9,17.0,2015,0.243204519,B,B,5,1564,0,540.0,0,0,B
13791,9,2.0,58.2142879088597,32.62616318965069,12.0,15,14.0,1999,0.31019913,B,B,11,2748,1,990.0,0,0,B
4215,67,2.0,45.28358916239571,29.573402997902537,5.0,4,9.0,1976,0.0077202819999999,B,B,38,4788,2,990.0,0,4,B
5409,19,1.0,45.78757940178234,21.411374160830555,9.0,6,25.0,2014,0.309479124,B,B,35,7715,4,990.0,0,6,B
15858,9,5.0,97.53781458586472,63.57199680170848,8.0,5,14.0,1995,0.136244425,B,B,11,2370,0,990.0,0,1,B
13473,96,3.0,79.58149352717886,47.4555801099418,10.0,11,22.0,1997,0.041116354,B,B,53,14892,4,990.0,1,4,B
1741,27,1.0,38.56053711490645,18.79017342154096,9.0,3,12.0,2006,0.041116354,B,B,53,14892,4,990.0,1,4,B
16271,23,2.0,64.5918253299254,32.897128143083506,1.0,5,17.0,1977,0.005767451,B,B,1,388,0,990.0,0,0,B
15150,27,2.0,61.81463314864892,58.88343993254789,10.0,4,15.0,2016,0.017647053,B,B,2,469,0,990.0,0,0,B
371,27,3.0,77.80249889983737,48.38158984337357,9.0,4,17.0,2011,0.07542368,B,B,11,3097,0,990.0,0,0,B
10486,6,1.0,42.5163353717777,32.897128143083506,7.0,13,17.0,1977,0.243204519,B,B,5,1564,0,540.0,0,0,B
16350,22,1.0,39.788944251902215,23.106439319360167,7.0,13,14.0,1978,0.118537385,B,B,30,6207,1,1183.0,1,0,B
2428,27,1.0,31.472669536272694,18.18801523365757,7.0,3,4.0,1969,0.01405792,B,B,1,290,0,990.0,0,0,B
16750,74,2.0,51.15740339100298,48.62978589972374,0.0,5,3.0,2017,0.075778755,B,B,6,1437,3,990.0,0,2,B
11903,80,1.0,34.9197230700468,20.70327758695679,6.0,5,9.0,1976,0.0,B,B,39,8647,0,810.0,0,5,B
16744,61,2.0,58.82480403733484,29.81780640169757,9.0,6,22.0,2012,0.300322518,B,B,52,10311,6,990.0,1,9,B
14252,142,3.0,60.73491220876869,47.14989471541135,5.0,9,9.0,1968,0.051942062,B,B,17,4017,7,800.0,2,0,B
3586,96,1.0,36.397855790376646,15.688535604693543,9.0,5,17.0,2003,0.041116354,B,B,53,14892,4,990.0,1,4,B
6828,27,1.0,56.5897592860322,32.897128143083506,0.0,7,0.0,1977,0.07542368,B,B,11,3097,0,990.0,0,0,B
4334,23,1.0,31.27948592983815,32.897128143083506,1.0,12,1.0,1977,0.034656082,B,B,0,168,0,990.0,0,0,B
13101,23,1.0,47.27296844237241,32.897128143083506,1.0,3,17.0,1977,0.014072961,B,B,2,475,0,990.0,0,0,B
1457,94,2.0,57.97217487994431,33.424595067232595,9.0,9,17.0,1983,0.282797669,B,B,33,8667,2,990.0,0,6,B
11188,1,2.0,85.00056774819689,32.897128143083506,1.0,4,17.0,1977,0.007122317,B,B,1,264,0,990.0,0,1,B
923,28,2.0,52.996130316337215,31.356390225503542,8.0,13,12.0,1970,0.118537385,B,B,30,6207,1,1183.0,1,0,B
8696,62,2.0,103.86554188361816,32.897128143083506,1.0,10,1.0,2014,0.072157581,B,B,2,629,1,990.0,0,0,A
831,28,1.0,39.3870435301609,20.989227145175285,8.0,3,17.0,1998,0.000995363,B,B,42,7651,1,990.0,1,5,B
13945,1,3.0,74.9742546317069,32.897128143083506,1.0,9,17.0,1977,0.007122317,B,B,1,264,0,990.0,0,1,B
14789,29,1.0,33.24379854878667,21.541543297186188,5.0,3,9.0,1965,0.069660344,B,B,31,6119,4,990.0,1,2,B
1276,23,2.0,54.49141735103138,51.64096815339104,1.0,5,3.0,2020,0.005767451,B,B,1,388,0,990.0,0,0,B
7302,62,3.0,62.36385024517085,38.467325257358006,8.0,10,9.0,1975,0.002211665,B,B,39,7614,3,990.0,1,5,A
6113,17,1.0,37.91469999836486,20.534669989357653,8.0,17,24.0,1988,0.0,B,B,18,3374,5,620.0,1,2,B
10890,11,2.0,57.16785372355168,34.85828654030224,8.0,8,14.0,2006,0.0001696759999999,B,B,36,5992,0,990.0,1,1,B
3211,61,1.0,41.29781347594799,22.985637010686503,7.0,15,17.0,2011,0.300322518,B,B,52,10311,6,990.0,1,9,B
7261,52,3.0,77.70068972803716,32.897128143083506,1.0,13,17.0,1977,0.371148999,B,B,34,7065,1,750.0,2,5,B
8275,1,1.0,44.80608996300601,32.897128143083506,1.0,8,17.0,1977,0.007122317,B,B,1,264,0,990.0,0,1,B
10691,23,3.0,104.15151303459466,32.897128143083506,1.0,19,25.0,1977,0.075778755,B,B,6,1437,3,990.0,0,2,B
13852,62,1.0,48.16982935700519,25.32539908060597,14.0,7,12.0,2014,0.072157581,B,B,2,629,1,990.0,0,0,A
2077,27,1.0,54.4737523885719,21.133650179679226,13.0,13,18.0,2015,0.072157581,B,B,2,629,1,990.0,0,0,A
8069,23,1.0,44.904578645553904,32.897128143083506,1.0,20,25.0,1977,0.075778755,B,B,6,1437,3,990.0,0,2,B
14157,1,2.0,65.22599906915603,32.897128143083506,0.0,15,17.0,1977,0.007122317,B,B,1,264,0,990.0,0,1,B
2860,58,2.0,62.76499291354574,33.6541330807924,11.0,7,10.0,2003,0.31019913,B,B,11,2748,1,990.0,0,0,B
7428,1,2.0,65.10301619339259,32.897128143083506,1.0,11,24.0,1977,0.007122317,B,B,1,264,0,990.0,0,1,B
9977,27,3.0,81.62027632808538,1.4018287229981836,0.0,16,22.0,1977,0.211401214,B,B,9,1892,0,990.0,0,1,B
13691,27,1.0,38.990808662488135,36.85458567665953,1.0,4,15.0,2014,0.011654127,B,B,4,915,0,990.0,0,0,B
3894,27,1.0,43.77329515137608,21.482297879806424,9.0,8,17.0,2012,0.072157581,B,B,2,629,1,990.0,0,0,A
14853,1,2.0,64.28005771551999,32.897128143083506,1.0,18,20.0,1977,0.007122317,B,B,1,264,0,990.0,0,1,B
1137,59,1.0,40.44674275711029,18.90466077231221,7.0,13,14.0,2012,0.309479124,B,B,35,7715,4,990.0,0,6,B
4030,23,4.0,103.52265330048937,32.897128143083506,1.0,9,25.0,1977,0.075778755,B,B,6,1437,3,990.0,0,2,B
8260,67,4.0,63.40925306210194,48.612351485769366,5.0,7,9.0,1974,0.0077202819999999,B,B,38,4788,2,990.0,0,4,B
304,96,2.0,61.94830652716743,35.60400158485598,10.0,14,17.0,1995,0.041116354,B,B,53,14892,4,990.0,1,4,B
217,80,2.0,59.439562966402455,33.991547282041424,10.0,11,17.0,1989,0.0,B,B,39,8647,0,810.0,0,5,B
8249,58,1.0,39.7683400120084,22.41394259970384,8.0,10,10.0,2005,0.31019913,B,B,11,2748,1,990.0,0,0,B
12055,74,2.0,61.44071615862152,62.13607787416767,1.0,10,12.0,2017,0.309479124,B,B,35,7715,4,990.0,0,6,B
9693,23,1.0,41.639364640789545,32.897128143083506,1.0,6,17.0,1977,0.075778755,B,B,6,1437,3,990.0,0,2,B
6384,39,2.0,46.241789158604966,29.22425497429645,6.0,11,9.0,1969,0.428825818,B,B,25,5011,8,730.0,0,2,B
6719,2,2.0,41.30775393639727,24.8315192140556,6.0,6,9.0,1973,0.130617806,B,B,39,10418,9,900.0,1,9,B
3242,6,1.0,40.28678712067378,32.897128143083506,1.0,18,1.0,2015,0.243204519,B,B,5,1564,0,540.0,0,0,B
2260,105,1.0,37.91085152474015,22.81594345129993,6.0,9,9.0,1974,0.069660344,B,B,31,6119,4,990.0,1,2,B
14462,6,2.0,61.61064227259608,32.897128143083506,1.0,11,17.0,1977,0.243204519,B,B,5,1564,0,540.0,0,0,B
4510,1,1.0,43.15376113882693,21.017595539577567,9.0,10,17.0,2014,0.007122317,B,B,1,264,0,990.0,0,1,B
16198,41,2.0,45.618615869648856,33.12720980052853,8.0,10,12.0,1968,0.175054867,B,B,36,10055,3,990.0,1,0,B
9869,25,3.0,76.65524327999681,42.94073122236497,10.0,13,11.0,1998,0.069753361,B,B,53,13670,4,990.0,1,11,B
3331,9,3.0,75.47051211870514,45.019039566790966,10.0,10,17.0,1995,0.069753361,B,B,53,13670,4,990.0,1,11,B
8884,47,2.0,44.82819747726303,31.974486374710864,5.0,4,5.0,1968,0.298204575,B,B,16,4048,3,990.0,1,3,B
7852,21,2.0,39.77284511460617,24.88553056812051,7.0,6,9.0,1962,0.034331497,B,B,25,5487,3,990.0,0,4,B
15775,42,1.0,49.28672213987258,19.2429699524877,10.0,13,24.0,2013,0.158249043,B,B,21,5731,0,990.0,1,0,B
14296,27,2.0,62.1420496427643,32.897128143083506,1.0,8,17.0,1977,0.072157581,B,B,2,629,1,990.0,0,0,A
16427,83,2.0,45.515496284427925,29.351647023550072,5.0,3,9.0,1976,0.0077202819999999,B,B,38,4788,2,990.0,0,4,B
5006,61,1.0,40.17545016768281,20.86738041539608,9.0,14,16.0,1980,0.300322518,B,B,52,10311,6,990.0,1,9,B
15079,23,2.0,62.523478355446,32.897128143083506,1.0,15,17.0,1977,0.075778755,B,B,6,1437,3,990.0,0,2,B
11366,6,2.0,62.63302347184765,43.15112225927083,10.0,17,17.0,2017,0.243204519,B,B,5,1564,0,540.0,0,0,B
14551,52,1.0,45.067034207357786,23.26893055584684,8.0,15,14.0,1990,0.371148999,B,B,34,7065,1,750.0,2,5,B
9089,80,2.0,48.666952841498926,30.99585260676777,6.0,10,9.0,1976,0.0077202819999999,B,B,38,4788,2,990.0,0,4,B
16784,34,2.0,53.34322005442467,33.39697850473532,8.0,1,14.0,1993,0.069753361,B,B,53,13670,4,990.0,1,11,B
8207,23,2.0,51.832272528569206,32.897128143083506,1.0,3,6.0,1977,0.005767451,B,B,1,388,0,990.0,0,0,B
15599,6,2.0,61.443165244106034,64.4780442374249,1.0,5,17.0,2016,0.243204519,B,B,5,1564,0,540.0,0,0,B
11088,62,2.0,77.85024726892874,32.897128143083506,0.0,12,0.0,1977,0.072157581,B,B,2,629,1,990.0,0,0,A
11089,6,1.0,40.9997034984312,32.897128143083506,0.0,18,17.0,1977,0.243204519,B,B,5,1564,0,540.0,0,0,B
9178,8,1.0,43.83424787328347,20.470115793808343,8.0,8,12.0,1981,0.219006007,B,B,28,6746,3,990.0,1,4,B
3258,1,2.0,61.36273478271861,32.897128143083506,1.0,4,22.0,1977,0.007122317,B,B,1,264,0,990.0,0,1,B
16545,25,2.0,62.331385264356506,32.897128143083506,0.0,14,25.0,1977,0.069753361,B,B,53,13670,4,990.0,1,11,B
5042,58,1.0,47.7695512582566,32.897128143083506,12.0,11,0.0,1977,0.43788524,B,B,23,5735,3,1084.0,0,5,B
7953,58,3.0,73.25233253107835,49.06864166151242,9.0,5,9.0,2010,0.31019913,B,B,11,2748,1,990.0,0,0,B
5671,55,2.0,51.383348408088,33.30948686588327,8.0,6,10.0,1999,0.041365446,B,B,31,5569,0,990.0,1,4,B
12103,27,2.0,63.95362289550447,67.9635899486133,0.0,17,15.0,1977,0.072157581,B,B,2,629,1,990.0,0,0,A
14915,10,2.0,38.26940528309434,25.64675516398682,6.0,5,14.0,1971,0.089039719,B,B,33,7976,5,990.0,0,11,B
10028,69,3.0,75.9558882819494,48.91518203180487,10.0,8,16.0,1984,0.000991363,B,B,33,6783,3,990.0,1,9,B
6491,6,3.0,80.52416501091461,40.70104008260464,1.0,6,1.0,2016,0.243204519,B,B,5,1564,0,540.0,0,0,B
786,2,3.0,77.07459905232528,42.920592368173295,8.0,14,14.0,1997,0.309479124,B,B,35,7715,4,990.0,0,6,B
12800,27,2.0,54.80488330709369,32.30647626697637,9.0,8,17.0,2003,0.041116354,B,B,53,14892,4,990.0,1,4,B
2590,18,2.0,54.23995778498378,31.648150098788754,8.0,4,14.0,1988,0.0,B,B,30,5562,0,990.0,0,5,A
15581,23,2.0,63.52707505153513,32.897128143083506,1.0,3,25.0,1977,0.075778755,B,B,6,1437,3,990.0,0,2,B
8070,38,2.0,40.2169312091974,26.782434878219465,7.0,8,9.0,1964,0.060753049,B,B,15,2787,2,520.0,0,7,B
13224,23,3.0,78.02913064985455,32.897128143083506,1.0,8,25.0,1977,0.075778755,B,B,6,1437,3,990.0,0,2,B
14968,62,3.0,93.21625454264208,32.897128143083506,1.0,5,3.0,2014,0.072157581,B,B,2,629,1,990.0,0,0,A
4149,91,2.0,47.43125670168568,31.96556364234341,5.0,5,5.0,1980,0.000995363,B,B,42,7651,1,990.0,1,5,B
3325,27,2.0,63.30607472090525,32.897128143083506,1.0,14,1.0,1977,0.011654127,B,B,4,915,0,990.0,0,0,B
10847,23,2.0,54.99739958010335,32.897128143083506,1.0,7,17.0,1977,0.075778755,B,B,6,1437,3,990.0,0,2,B
6836,39,2.0,45.131281528169744,30.780550607450408,6.0,2,5.0,1965,0.428825818,B,B,25,5011,8,730.0,0,2,B
7221,23,3.0,77.14029916443603,32.897128143083506,1.0,21,25.0,1977,0.075778755,B,B,6,1437,3,990.0,0,2,B
310,27,3.0,45.41135800046039,49.88336797864756,0.0,18,25.0,1977,0.072157581,B,B,2,629,1,990.0,0,0,A
4198,23,2.0,53.09235955387693,32.897128143083506,10.0,5,3.0,2016,0.005767451,B,B,1,388,0,990.0,0,0,B
1957,6,2.0,66.92272143287646,5.230383072597477,1.0,4,17.0,2019,0.243204519,B,B,5,1564,0,540.0,0,0,B
15095,6,3.0,83.79342035694563,32.897128143083506,1.0,3,17.0,1977,0.243204519,B,B,5,1564,0,540.0,0,0,B
15483,74,1.0,52.34891900290146,16.146111258237852,13.0,4,17.0,2016,0.075778755,B,B,6,1437,3,990.0,0,2,B
4803,23,3.0,102.14927113721764,32.897128143083506,1.0,6,25.0,1977,0.075778755,B,B,6,1437,3,990.0,0,2,B
9025,74,2.0,79.95089442890368,41.37454579779746,16.0,15,17.0,2015,0.309479124,B,B,35,7715,4,990.0,0,6,B
7091,61,3.0,65.45248735802646,41.842307564680645,8.0,11,12.0,1987,0.300322518,B,B,52,10311,6,990.0,1,9,B
3113,80,1.0,36.452012579147,20.662026559113084,6.0,8,12.0,1975,0.0077202819999999,B,B,38,4788,2,990.0,0,4,B
13386,21,2.0,40.16868497198816,25.214586816843905,7.0,7,9.0,1966,0.034331497,B,B,25,5487,3,990.0,0,4,B
7899,1,1.0,42.25931136958715,41.73178329630926,10.0,19,17.0,2019,0.007122317,B,B,1,264,0,990.0,0,1,B
10435,67,2.0,52.1193655125217,33.24378032009347,6.0,8,12.0,1979,0.100455735,B,B,43,7227,0,990.0,1,6,A
12267,101,2.0,60.11907253509817,33.29233519634215,11.0,10,12.0,2004,0.038692987,B,B,28,6533,1,1015.0,2,5,B
9115,27,1.0,31.416478657308826,28.46446705817943,7.0,6,19.0,2014,0.211401214,B,B,9,1892,0,990.0,0,1,B
10012,83,2.0,48.83062368522637,28.24201936961241,5.0,9,9.0,1974,0.0077202819999999,B,B,38,4788,2,990.0,0,4,B
2558,1,1.0,37.44635965807901,32.897128143083506,1.0,9,17.0,1977,0.007122317,B,B,1,264,0,990.0,0,1,B
3344,23,2.0,64.14247882964945,32.897128143083506,1.0,14,17.0,1977,0.075778755,B,B,6,1437,3,990.0,0,2,B
4046,21,2.0,45.40632914970554,26.157528158951568,5.0,4,5.0,1965,0.034331497,B,B,25,5487,3,990.0,0,4,B
11955,126,2.0,46.70703392791398,30.90532537168817,5.0,4,5.0,1967,0.333891544,B,B,30,6564,1,990.0,0,0,B
4109,52,2.0,66.86134297046617,65.8346422822604,0.0,4,17.0,1977,0.371148999,B,B,34,7065,1,750.0,2,5,B
6973,29,1.0,38.203350949698745,21.558270894980048,7.0,5,5.0,1964,0.069660344,B,B,31,6119,4,990.0,1,2,B
3528,9,2.0,60.72022967076947,36.68971084897032,10.0,16,17.0,1992,0.13012277,B,B,8,1986,0,990.0,0,0,B
6924,27,2.0,67.3047933486833,32.897128143083506,1.0,8,1.0,1977,0.072157581,B,B,2,629,1,990.0,0,0,A
3725,27,1.0,41.68832813488761,40.55421074722895,1.0,15,17.0,2018,0.011654127,B,B,4,915,0,990.0,0,0,B
12766,74,1.0,46.238972132148206,32.897128143083506,10.0,8,20.0,1977,0.075778755,B,B,6,1437,3,990.0,0,2,B
11228,6,1.0,79.09204793622216,5.7986639628099725,1.0,3,1.0,1977,0.243204519,B,B,5,1564,0,540.0,0,0,B
2440,61,2.0,39.660695434791954,26.69614459103268,6.0,5,12.0,1968,0.298204575,B,B,16,4048,3,990.0,1,3,B
4181,27,2.0,53.96810277468793,32.897128143083506,0.0,13,0.0,1977,0.011654127,B,B,4,915,0,990.0,0,0,B
1788,35,2.0,46.576816537821614,33.85211360381735,6.0,5,12.0,1972,0.089039719,B,B,33,7976,5,990.0,0,11,B
1551,1,2.0,62.54237329334708,32.897128143083506,1.0,15,17.0,1977,0.007122317,B,B,1,264,0,990.0,0,1,B
4276,83,2.0,52.12541346590567,33.65406132469541,8.0,5,12.0,1980,0.0077202819999999,B,B,38,4788,2,990.0,0,4,B
12134,52,2.0,66.46342969601757,32.897128143083506,1.0,12,16.0,2015,0.371148999,B,B,34,7065,1,750.0,2,5,B
8808,119,2.0,46.198854171111,32.8420639512144,5.0,2,5.0,1963,0.000995363,B,B,42,7651,1,990.0,1,5,B
54,34,2.0,59.94254484524704,32.897128143083506,1.0,5,1.0,1977,0.069753361,B,B,53,13670,4,990.0,1,11,B
15856,74,2.0,69.26318347353308,32.897128143083506,1.0,6,1.0,1977,0.075778755,B,B,6,1437,3,990.0,0,2,B
9546,23,2.0,55.74682233751493,32.897128143083506,1.0,5,1.0,1977,0.034656082,B,B,0,168,0,990.0,0,0,B
4754,91,1.0,36.98344368452791,18.74100808238918,7.0,7,9.0,1969,0.333891544,B,B,30,6564,1,990.0,0,0,B
9391,6,3.0,74.13712826120147,32.897128143083506,12.0,4,17.0,2016,0.243204519,B,B,5,1564,0,540.0,0,0,B
7343,27,2.0,68.17862676284905,32.897128143083506,10.0,19,22.0,1977,0.211401214,B,B,9,1892,0,990.0,0,1,B
10752,33,3.0,87.88829278477048,53.79977893629557,8.0,5,5.0,1958,0.051942062,B,B,17,4017,7,800.0,2,0,B
5648,61,2.0,47.563848008878814,34.15159171310503,6.0,8,12.0,1980,0.300322518,B,B,52,10311,6,990.0,1,9,B
2789,8,2.0,63.841005876788,35.88681289407789,10.0,7,17.0,1995,0.219006007,B,B,28,6746,3,990.0,1,4,B
11005,23,3.0,84.44533637955705,32.897128143083506,1.0,16,1.0,2016,0.034656082,B,B,0,168,0,990.0,0,0,B
16355,67,2.0,51.355861751943856,34.69136406429118,6.0,10,12.0,1981,0.0077202819999999,B,B,38,4788,2,990.0,0,4,B
1529,52,1.0,40.35607174342222,32.897128143083506,1.0,14,17.0,1977,0.371148999,B,B,34,7065,1,750.0,2,5,B
68,42,2.0,67.07601253142803,32.00953479501489,11.0,16,24.0,2007,0.158249043,B,B,21,5731,0,990.0,1,0,B
10877,9,3.0,87.32609655242695,48.701134930089786,10.0,20,22.0,1988,0.136244425,B,B,11,2370,0,990.0,0,1,B
